dateTime,value,discharge_m3s
9/11/1984,15,0.424752699
9/12/1984,14,0.396435852
9/13/1984,13,0.368119006
9/14/1984,12,0.339802159
9/15/1984,11,0.311485313
9/16/1984,220,6.22970625
9/17/1984,290,8.211885512
9/18/1984,77,2.180397188
9/19/1984,35,0.991089631
9/20/1984,25,0.707921165
9/21/1984,19,0.538020085
9/22/1984,16,0.453069545
9/23/1984,13,0.368119006
9/24/1984,12,0.339802159
9/25/1984,11,0.311485313
9/26/1984,10,0.283168466
9/27/1984,9.1,0.257683304
9/28/1984,8.2,0.232198142
9/29/1984,7.4,0.209544665
9/30/1984,6.8,0.192554557
10/1/1984,6.4,0.181227818
10/2/1984,6.2,0.175564449
10/3/1984,6.5,0.184059503
10/4/1984,8.1,0.229366457
10/5/1984,8.2,0.232198142
10/6/1984,7.6,0.215208034
10/7/1984,7.1,0.201049611
10/8/1984,7.4,0.209544665
10/9/1984,7.5,0.212376349
10/10/1984,7.1,0.201049611
10/11/1984,8.5,0.240693196
10/12/1984,8.2,0.232198142
10/13/1984,10,0.283168466
10/14/1984,9.6,0.271841727
10/15/1984,12,0.339802159
10/16/1984,12,0.339802159
10/17/1984,56,1.585743409
10/18/1984,95,2.690100426
10/19/1984,51,1.444159176
10/20/1984,39,1.104357017
10/21/1984,40,1.132673864
10/22/1984,61,1.727327642
10/23/1984,155,4.389111222
10/24/1984,76,2.152080341
10/25/1984,40,1.132673864
10/26/1984,27,0.764554858
10/27/1984,23,0.651287472
10/28/1984,27,0.764554858
10/29/1984,137,3.879407983
10/30/1984,75,2.123763494
10/31/1984,39,1.104357017
11/1/1984,29,0.821188551
11/2/1984,71,2.010496108
11/3/1984,114,3.228120511
11/4/1984,106,3.001585739
11/5/1984,54,1.529109716
11/6/1984,37,1.047723324
11/7/1984,29,0.821188551
11/8/1984,24,0.679604318
11/9/1984,20,0.566336932
11/10/1984,20,0.566336932
11/11/1984,25,0.707921165
11/12/1984,49,1.387525483
11/13/1984,37,1.047723324
11/14/1984,30,0.849505398
11/15/1984,26,0.736238011
11/16/1984,23,0.651287472
11/17/1984,22,0.622970625
11/18/1984,20,0.566336932
11/19/1984,20,0.566336932
11/20/1984,20,0.566336932
11/21/1984,23,0.651287472
11/22/1984,24,0.679604318
11/23/1984,22,0.622970625
11/24/1984,20,0.566336932
11/25/1984,20,0.566336932
11/26/1984,19,0.538020085
11/27/1984,20,0.566336932
11/28/1984,243,6.880993722
11/29/1984,218,6.173072557
11/30/1984,101,2.860001506
12/1/1984,105,2.973268892
12/2/1984,99,2.803367813
12/3/1984,126,3.567922671
12/4/1984,302,8.551687671
12/5/1984,1280,36.24556364
12/6/1984,931,26.36298418
12/7/1984,416,11.77980818
12/8/1984,200,5.663369318
12/9/1984,155,4.389111222
12/10/1984,128,3.624556364
12/11/1984,103,2.916635199
12/12/1984,83,2.350298267
12/13/1984,74,2.095446648
12/14/1984,88,2.4918825
12/15/1984,72,2.038812955
12/16/1984,55,1.557426563
12/17/1984,46,1.302574943
12/18/1984,43,1.217624403
12/19/1984,38,1.07604017
12/20/1984,33,0.934455938
12/21/1984,33,0.934455938
12/22/1984,32,0.906139091
12/23/1984,33,0.934455938
12/24/1984,37,1.047723324
12/25/1984,32,0.906139091
12/26/1984,28,0.792871705
12/27/1984,28,0.792871705
12/28/1984,25,0.707921165
12/29/1984,24,0.679604318
12/30/1984,156,4.417428068
12/31/1984,272,7.702182273
1/1/1985,271,7.673865426
1/2/1985,160,4.530695455
1/3/1985,188,5.323567159
1/4/1985,219,6.201389404
1/5/1985,145,4.105942756
1/6/1985,95,2.690100426
1/7/1985,72,2.038812955
1/8/1985,58,1.642377102
1/9/1985,48,1.359208636
1/10/1985,43,1.217624403
1/11/1985,38,1.07604017
1/12/1985,34,0.962772784
1/13/1985,31,0.877822244
1/14/1985,34,0.962772784
1/15/1985,30,0.849505398
1/16/1985,29,0.821188551
1/17/1985,932,26.39130102
1/18/1985,837,23.7012006
1/19/1985,402,11.38337233
1/20/1985,207,5.861587245
1/21/1985,152,4.304160682
1/22/1985,120,3.398021591
1/23/1985,108,3.058219432
1/24/1985,123,3.482972131
1/25/1985,185,5.23861662
1/26/1985,150,4.247526989
1/27/1985,145,4.105942756
1/28/1985,865,24.4940723
1/29/1985,551,15.60258247
1/30/1985,382,10.8170354
1/31/1985,365,10.33564901
2/1/1985,269,7.617231733
2/2/1985,225,6.371290483
2/3/1985,188,5.323567159
2/4/1985,163,4.615645994
2/5/1985,269,7.617231733
2/6/1985,1540,43.60794375
2/7/1985,1030,29.16635199
2/8/1985,466,13.19565051
2/9/1985,270,7.64554858
2/10/1985,219,6.201389404
2/11/1985,494,13.98852222
2/12/1985,536,15.17782977
2/13/1985,291,8.240202358
2/14/1985,208,5.889904091
2/15/1985,180,5.097032387
2/16/1985,160,4.530695455
2/17/1985,139,3.936041676
2/18/1985,128,3.624556364
2/19/1985,120,3.398021591
2/20/1985,112,3.171486818
2/21/1985,96,2.718417273
2/22/1985,86,2.435248807
2/23/1985,78,2.208714034
2/24/1985,117,3.313071051
2/25/1985,1160,32.84754205
2/26/1985,1200,33.98021591
2/27/1985,1180,33.41387898
2/28/1985,846,23.95605222
3/1/1985,1020,28.88318352
3/2/1985,1260,35.67922671
3/3/1985,627,17.75466281
3/4/1985,345,9.769312074
3/5/1985,273,7.73049912
3/6/1985,223,6.31465679
3/7/1985,181,5.125349233
3/8/1985,160,4.530695455
3/9/1985,147,4.162576449
3/10/1985,133,3.766140597
3/11/1985,114,3.228120511
3/12/1985,100,2.831684659
3/13/1985,95,2.690100426
3/14/1985,90,2.548516193
3/15/1985,130,3.681190057
3/16/1985,146,4.134259602
3/17/1985,197,5.578418779
3/18/1985,142,4.020992216
3/19/1985,92,2.605149886
3/20/1985,150,4.247526989
3/21/1985,1860,52.66933466
3/22/1985,978,27.69387597
3/23/1985,401,11.35505548
3/24/1985,232,6.569508409
3/25/1985,181,5.125349233
3/26/1985,144,4.077625909
3/27/1985,129,3.65287321
3/28/1985,246,6.965944262
3/29/1985,194,5.493468239
3/30/1985,137,3.879407983
3/31/1985,118,3.341387898
4/1/1985,110,3.114853125
4/2/1985,86,2.435248807
4/3/1985,59,1.670693949
4/4/1985,49,1.387525483
4/5/1985,42,1.189307557
4/6/1985,36,1.019406477
4/7/1985,65,1.840595028
4/8/1985,42,1.189307557
4/9/1985,32,0.906139091
4/10/1985,26,0.736238011
4/11/1985,23,0.651287472
4/12/1985,20,0.566336932
4/13/1985,18,0.509703239
4/14/1985,16,0.453069545
4/15/1985,60,1.699010796
4/16/1985,62,1.755644489
4/17/1985,49,1.387525483
4/18/1985,39,1.104357017
4/19/1985,34,0.962772784
4/20/1985,30,0.849505398
4/21/1985,26,0.736238011
4/22/1985,23,0.651287472
4/23/1985,20,0.566336932
4/24/1985,20,0.566336932
4/25/1985,59,1.670693949
4/26/1985,42,1.189307557
4/27/1985,29,0.821188551
4/28/1985,26,0.736238011
4/29/1985,24,0.679604318
4/30/1985,20,0.566336932
5/1/1985,19,0.538020085
5/2/1985,44,1.24594125
5/3/1985,25,0.707921165
5/4/1985,21,0.594653778
5/5/1985,18,0.509703239
5/6/1985,16,0.453069545
5/7/1985,15,0.424752699
5/8/1985,12,0.339802159
5/9/1985,15,0.424752699
5/10/1985,14,0.396435852
5/11/1985,12,0.339802159
5/12/1985,11,0.311485313
5/13/1985,9.4,0.266178358
5/14/1985,9.3,0.263346673
5/15/1985,9.7,0.274673412
5/16/1985,10,0.283168466
5/17/1985,11,0.311485313
5/18/1985,13,0.368119006
5/19/1985,10,0.283168466
5/20/1985,8.3,0.235029827
5/21/1985,7.7,0.218039719
5/22/1985,8.7,0.246356565
5/23/1985,10,0.283168466
5/24/1985,16,0.453069545
5/25/1985,15,0.424752699
5/26/1985,11,0.311485313
5/27/1985,8.7,0.246356565
5/28/1985,7.9,0.223703088
5/29/1985,6.6,0.186891188
5/30/1985,6.1,0.172732764
5/31/1985,5.9,0.167069395
6/1/1985,5.4,0.152910972
6/2/1985,5.2,0.147247602
6/3/1985,4.9,0.138752548
6/4/1985,4.4,0.124594125
6/5/1985,4.2,0.118930756
6/6/1985,4,0.113267386
6/7/1985,3.8,0.107604017
6/8/1985,3.5,0.099108963
6/9/1985,3.3,0.093445594
6/10/1985,3.1,0.087782224
6/11/1985,4.5,0.12742581
6/12/1985,4.8,0.135920864
6/13/1985,5.5,0.155742656
6/14/1985,7.1,0.201049611
6/15/1985,7.6,0.215208034
6/16/1985,9.5,0.269010043
6/17/1985,8.2,0.232198142
6/18/1985,5.8,0.16423771
6/19/1985,4.2,0.118930756
6/20/1985,3.8,0.107604017
6/21/1985,5.3,0.150079287
6/22/1985,6.3,0.178396134
6/23/1985,6.3,0.178396134
6/24/1985,5.1,0.144415918
6/25/1985,4.3,0.12176244
6/26/1985,4.3,0.12176244
6/27/1985,4.2,0.118930756
6/28/1985,4,0.113267386
6/29/1985,3.8,0.107604017
6/30/1985,3.5,0.099108963
7/1/1985,4.7,0.133089179
7/2/1985,3.5,0.099108963
7/3/1985,3.3,0.093445594
7/4/1985,3.1,0.087782224
7/5/1985,16,0.453069545
7/6/1985,87,2.463565654
7/7/1985,109,3.086536279
7/8/1985,214,6.059805171
7/9/1985,94,2.66178358
7/10/1985,43,1.217624403
7/11/1985,28,0.792871705
7/12/1985,34,0.962772784
7/13/1985,62,1.755644489
7/14/1985,30,0.849505398
7/15/1985,32,0.906139091
7/16/1985,50,1.41584233
7/17/1985,48,1.359208636
7/18/1985,38,1.07604017
7/19/1985,26,0.736238011
7/20/1985,24,0.679604318
7/21/1985,35,0.991089631
7/22/1985,74,2.095446648
7/23/1985,249,7.050894801
7/24/1985,585,16.56535526
7/25/1985,532,15.06456239
7/26/1985,291,8.240202358
7/27/1985,125,3.539605824
7/28/1985,81,2.293664574
7/29/1985,73,2.067129801
7/30/1985,47,1.33089179
7/31/1985,52,1.472476023
8/1/1985,37,1.047723324
8/2/1985,39,1.104357017
8/3/1985,121,3.426338438
8/4/1985,70,1.982179261
8/5/1985,33,0.934455938
8/6/1985,30,0.849505398
8/7/1985,56,1.585743409
8/8/1985,167,4.728913381
8/9/1985,205,5.804953551
8/10/1985,117,3.313071051
8/11/1985,54,1.529109716
8/12/1985,40,1.132673864
8/13/1985,29,0.821188551
8/14/1985,36,1.019406477
8/15/1985,535,15.14951293
8/16/1985,1250,35.39605824
8/17/1985,943,26.70278634
8/18/1985,412,11.6665408
8/19/1985,236,6.682775796
8/20/1985,195,5.521785085
8/21/1985,105,2.973268892
8/22/1985,63,1.783961335
8/23/1985,43,1.217624403
8/24/1985,34,0.962772784
8/25/1985,52,1.472476023
8/26/1985,39,1.104357017
8/27/1985,93,2.633466733
8/28/1985,103,2.916635199
8/29/1985,61,1.727327642
8/30/1985,71,2.010496108
8/31/1985,53,1.500792869
9/1/1985,34,0.962772784
9/2/1985,407,11.52495656
9/3/1985,1230,34.82972131
9/4/1985,925,26.1930831
9/5/1985,332,9.401193069
9/6/1985,242,6.852676875
9/7/1985,379,10.73208486
9/8/1985,222,6.286339943
9/9/1985,634,17.95288074
9/10/1985,415,11.75149134
9/11/1985,185,5.23861662
9/12/1985,115,3.256437358
9/13/1985,72,2.038812955
9/14/1985,51,1.444159176
9/15/1985,38,1.07604017
9/16/1985,30,0.849505398
9/17/1985,26,0.736238011
9/18/1985,22,0.622970625
9/19/1985,19,0.538020085
9/20/1985,18,0.509703239
9/21/1985,16,0.453069545
9/22/1985,14,0.396435852
9/23/1985,4960,140.4515591
9/24/1985,5830,165.0872156
9/25/1985,2040,57.76636705
9/26/1985,608,17.21664273
9/27/1985,378,10.70376801
9/28/1985,267,7.56059804
9/29/1985,198,5.606735625
9/30/1985,202,5.720003012
10/1/1985,1230,34.82972131
10/2/1985,1330,37.66140597
10/3/1985,490,13.87525483
10/4/1985,271,7.673865426
10/5/1985,209,5.918220938
10/6/1985,165,4.672279688
10/7/1985,151,4.275843835
10/8/1985,135,3.82277429
10/9/1985,122,3.454655284
10/10/1985,110,3.114853125
10/11/1985,102,2.888318352
10/12/1985,96,2.718417273
10/13/1985,90,2.548516193
10/14/1985,86,2.435248807
10/15/1985,82,2.321981421
10/16/1985,252,7.135845341
10/17/1985,384,10.87366909
10/18/1985,167,4.728913381
10/19/1985,106,3.001585739
10/20/1985,78,2.208714034
10/21/1985,82,2.321981421
10/22/1985,84,2.378615114
10/23/1985,60,1.699010796
10/24/1985,109,3.086536279
10/25/1985,802,22.71011097
10/26/1985,306,8.664955057
10/27/1985,227,6.427924176
10/28/1985,2640,74.756475
10/29/1985,3250,92.02975142
10/30/1985,3530,99.95846847
10/31/1985,2030,57.48319858
11/1/1985,1060,30.01585739
11/2/1985,543,15.3760477
11/3/1985,384,10.87366909
11/4/1985,301,8.523370824
11/5/1985,243,6.880993722
11/6/1985,220,6.22970625
11/7/1985,200,5.663369318
11/8/1985,175,4.955448154
11/9/1985,165,4.672279688
11/10/1985,142,4.020992216
11/11/1985,132,3.73782375
11/12/1985,120,3.398021591
11/13/1985,108,3.058219432
11/14/1985,98,2.775050966
11/15/1985,90,2.548516193
11/16/1985,82,2.321981421
11/17/1985,76,2.152080341
11/18/1985,70,1.982179261
11/19/1985,66,1.868911875
11/20/1985,62,1.755644489
11/21/1985,58,1.642377102
11/22/1985,55,1.557426563
11/23/1985,51,1.444159176
11/24/1985,48,1.359208636
11/25/1985,46,1.302574943
11/26/1985,46,1.302574943
11/27/1985,197,5.578418779
11/28/1985,482,13.64872006
11/29/1985,496,14.04515591
11/30/1985,335,9.486143608
12/1/1985,216,6.116438864
12/2/1985,261,7.390696961
12/3/1985,203,5.748319858
12/4/1985,134,3.794457443
12/5/1985,104,2.944952046
12/6/1985,87,2.463565654
12/7/1985,73,2.067129801
12/8/1985,63,1.783961335
12/9/1985,58,1.642377102
12/10/1985,53,1.500792869
12/11/1985,54,1.529109716
12/12/1985,493,13.96020537
12/13/1985,2140,60.59805171
12/14/1985,1490,42.19210142
12/15/1985,743,21.03941702
12/16/1985,333,9.429509915
12/17/1985,252,7.135845341
12/18/1985,210,5.946537784
12/19/1985,179,5.06871554
12/20/1985,155,4.389111222
12/21/1985,136,3.851091137
12/22/1985,120,3.398021591
12/23/1985,110,3.114853125
12/24/1985,103,2.916635199
12/25/1985,90,2.548516193
12/26/1985,76,2.152080341
12/27/1985,69,1.953862415
12/28/1985,138,3.90772483
12/29/1985,228,6.456241023
12/30/1985,151,4.275843835
12/31/1985,116,3.284754205
1/1/1986,243,6.880993722
1/2/1986,199,5.635052472
1/3/1986,138,3.90772483
1/4/1986,108,3.058219432
1/5/1986,99,2.803367813
1/6/1986,90,2.548516193
1/7/1986,231,6.541191563
1/8/1986,372,10.53386693
1/9/1986,235,6.654458949
1/10/1986,285,8.070301279
1/11/1986,636,18.00951443
1/12/1986,380,10.7604017
1/13/1986,229,6.48455787
1/14/1986,176,4.983765
1/15/1986,148,4.190893296
1/16/1986,129,3.65287321
1/17/1986,116,3.284754205
1/18/1986,110,3.114853125
1/19/1986,104,2.944952046
1/20/1986,89,2.520199347
1/21/1986,75,2.123763494
1/22/1986,66,1.868911875
1/23/1986,60,1.699010796
1/24/1986,55,1.557426563
1/25/1986,112,3.171486818
1/26/1986,426,12.06297665
1/27/1986,258,7.305746421
1/28/1986,147,4.162576449
1/29/1986,110,3.114853125
1/30/1986,95,2.690100426
1/31/1986,80,2.265347727
2/1/1986,69,1.953862415
2/2/1986,63,1.783961335
2/3/1986,60,1.699010796
2/4/1986,124,3.511288977
2/5/1986,1380,39.0772483
2/6/1986,975,27.60892543
2/7/1986,454,12.85584835
2/8/1986,475,13.45050213
2/9/1986,395,11.1851544
2/10/1986,259,7.334063267
2/11/1986,255,7.220795881
2/12/1986,246,6.965944262
2/13/1986,171,4.842180767
2/14/1986,148,4.190893296
2/15/1986,160,4.530695455
2/16/1986,146,4.134259602
2/17/1986,124,3.511288977
2/18/1986,153,4.332477529
2/19/1986,141,3.992675369
2/20/1986,112,3.171486818
2/21/1986,93,2.633466733
2/22/1986,83,2.350298267
2/23/1986,74,2.095446648
2/24/1986,64,1.812278182
2/25/1986,54,1.529109716
2/26/1986,48,1.359208636
2/27/1986,44,1.24594125
2/28/1986,41,1.16099071
3/1/1986,38,1.07604017
3/2/1986,35,0.991089631
3/3/1986,35,0.991089631
3/4/1986,181,5.125349233
3/5/1986,240,6.796043182
3/6/1986,121,3.426338438
3/7/1986,71,2.010496108
3/8/1986,53,1.500792869
3/9/1986,44,1.24594125
3/10/1986,40,1.132673864
3/11/1986,39,1.104357017
3/12/1986,71,2.010496108
3/13/1986,1020,28.88318352
3/14/1986,672,19.02892091
3/15/1986,279,7.900400199
3/16/1986,173,4.89881446
3/17/1986,127,3.596239517
3/18/1986,96,2.718417273
3/19/1986,130,3.681190057
3/20/1986,1150,32.56437358
3/21/1986,784,22.20040773
3/22/1986,368,10.42059955
3/23/1986,211,5.974854631
3/24/1986,168,4.757230227
3/25/1986,138,3.90772483
3/26/1986,113,3.199803665
3/27/1986,95,2.690100426
3/28/1986,81,2.293664574
3/29/1986,67,1.897228722
3/30/1986,57,1.614060256
3/31/1986,50,1.41584233
4/1/1986,44,1.24594125
4/2/1986,41,1.16099071
4/3/1986,39,1.104357017
4/4/1986,36,1.019406477
4/5/1986,34,0.962772784
4/6/1986,32,0.906139091
4/7/1986,31,0.877822244
4/8/1986,29,0.821188551
4/9/1986,29,0.821188551
4/10/1986,28,0.792871705
4/11/1986,26,0.736238011
4/12/1986,170,4.813863921
4/13/1986,322,9.118024603
4/14/1986,181,5.125349233
4/15/1986,91,2.57683304
4/16/1986,54,1.529109716
4/17/1986,38,1.07604017
4/18/1986,31,0.877822244
4/19/1986,27,0.764554858
4/20/1986,59,1.670693949
4/21/1986,140,3.964358523
4/22/1986,101,2.860001506
4/23/1986,52,1.472476023
4/24/1986,33,0.934455938
4/25/1986,27,0.764554858
4/26/1986,23,0.651287472
4/27/1986,20,0.566336932
4/28/1986,19,0.538020085
4/29/1986,18,0.509703239
4/30/1986,17,0.481386392
5/1/1986,16,0.453069545
5/2/1986,15,0.424752699
5/3/1986,14,0.396435852
5/4/1986,13,0.368119006
5/5/1986,12,0.339802159
5/6/1986,12,0.339802159
5/7/1986,12,0.339802159
5/8/1986,11,0.311485313
5/9/1986,11,0.311485313
5/10/1986,11,0.311485313
5/11/1986,10,0.283168466
5/12/1986,11,0.311485313
5/13/1986,12,0.339802159
5/14/1986,12,0.339802159
5/15/1986,11,0.311485313
5/16/1986,10,0.283168466
5/17/1986,10,0.283168466
5/18/1986,11,0.311485313
5/19/1986,118,3.341387898
5/20/1986,202,5.720003012
5/21/1986,99,2.803367813
5/22/1986,37,1.047723324
5/23/1986,23,0.651287472
5/24/1986,17,0.481386392
5/25/1986,14,0.396435852
5/26/1986,14,0.396435852
5/27/1986,15,0.424752699
5/28/1986,14,0.396435852
5/29/1986,57,1.614060256
5/30/1986,219,6.201389404
5/31/1986,126,3.567922671
6/1/1986,60,1.699010796
6/2/1986,33,0.934455938
6/3/1986,22,0.622970625
6/4/1986,17,0.481386392
6/5/1986,14,0.396435852
6/6/1986,13,0.368119006
6/7/1986,12,0.339802159
6/8/1986,11,0.311485313
6/9/1986,12,0.339802159
6/10/1986,46,1.302574943
6/11/1986,54,1.529109716
6/12/1986,53,1.500792869
6/13/1986,30,0.849505398
6/14/1986,18,0.509703239
6/15/1986,13,0.368119006
6/16/1986,12,0.339802159
6/17/1986,10,0.283168466
6/18/1986,22,0.622970625
6/19/1986,32,0.906139091
6/20/1986,34,0.962772784
6/21/1986,61,1.727327642
6/22/1986,29,0.821188551
6/23/1986,17,0.481386392
6/24/1986,12,0.339802159
6/25/1986,9.5,0.269010043
6/26/1986,8.1,0.229366457
6/27/1986,7.3,0.20671298
6/28/1986,7.2,0.203881295
6/29/1986,7.3,0.20671298
6/30/1986,22,0.622970625
7/1/1986,14,0.396435852
7/2/1986,11,0.311485313
7/3/1986,12,0.339802159
7/4/1986,8.4,0.237861511
7/5/1986,6.8,0.192554557
7/6/1986,6.5,0.184059503
7/7/1986,8.1,0.229366457
7/8/1986,13,0.368119006
7/9/1986,11,0.311485313
7/10/1986,7.3,0.20671298
7/11/1986,6.1,0.172732764
7/12/1986,6,0.16990108
7/13/1986,6,0.16990108
7/14/1986,5.4,0.152910972
7/15/1986,11,0.311485313
7/16/1986,32,0.906139091
7/17/1986,9.6,0.271841727
7/18/1986,8.4,0.237861511
7/19/1986,13,0.368119006
7/20/1986,9.5,0.269010043
7/21/1986,11,0.311485313
7/22/1986,11,0.311485313
7/23/1986,9.4,0.266178358
7/24/1986,37,1.047723324
7/25/1986,42,1.189307557
7/26/1986,50,1.41584233
7/27/1986,97,2.746734119
7/28/1986,396,11.21347125
7/29/1986,91,2.57683304
7/30/1986,29,0.821188551
7/31/1986,18,0.509703239
8/1/1986,14,0.396435852
8/2/1986,9.6,0.271841727
8/3/1986,8.9,0.252019935
8/4/1986,7.6,0.215208034
8/5/1986,6.1,0.172732764
8/6/1986,5.5,0.155742656
8/7/1986,5.2,0.147247602
8/8/1986,5.5,0.155742656
8/9/1986,5.6,0.158574341
8/10/1986,6.5,0.184059503
8/11/1986,12,0.339802159
8/12/1986,74,2.095446648
8/13/1986,41,1.16099071
8/14/1986,22,0.622970625
8/15/1986,23,0.651287472
8/16/1986,21,0.594653778
8/17/1986,16,0.453069545
8/18/1986,25,0.707921165
8/19/1986,19,0.538020085
8/20/1986,13,0.368119006
8/21/1986,9.5,0.269010043
8/22/1986,11,0.311485313
8/23/1986,33,0.934455938
8/24/1986,29,0.821188551
8/25/1986,20,0.566336932
8/26/1986,17,0.481386392
8/27/1986,13,0.368119006
8/28/1986,11,0.311485313
8/29/1986,11,0.311485313
8/30/1986,8.8,0.24918825
8/31/1986,8.4,0.237861511
9/1/1986,7.9,0.223703088
9/2/1986,7.2,0.203881295
9/3/1986,16,0.453069545
9/4/1986,15,0.424752699
9/5/1986,14,0.396435852
9/6/1986,12,0.339802159
9/7/1986,9.2,0.260514989
9/8/1986,7.5,0.212376349
9/9/1986,6.4,0.181227818
9/10/1986,5.9,0.167069395
9/11/1986,6.9,0.195386241
9/12/1986,15,0.424752699
9/13/1986,16,0.453069545
9/14/1986,11,0.311485313
9/15/1986,7.7,0.218039719
9/16/1986,6.3,0.178396134
9/17/1986,5.8,0.16423771
9/18/1986,26,0.736238011
9/19/1986,18,0.509703239
9/20/1986,21,0.594653778
9/21/1986,14,0.396435852
9/22/1986,12,0.339802159
9/23/1986,24,0.679604318
9/24/1986,14,0.396435852
9/25/1986,9.1,0.257683304
9/26/1986,7.4,0.209544665
9/27/1986,6.4,0.181227818
9/28/1986,5.9,0.167069395
9/29/1986,5.4,0.152910972
9/30/1986,5.7,0.161406026
10/1/1986,5.2,0.147247602
10/2/1986,4.5,0.12742581
10/3/1986,4.2,0.118930756
10/4/1986,6,0.16990108
10/5/1986,5.4,0.152910972
10/6/1986,4.7,0.133089179
10/7/1986,6.3,0.178396134
10/8/1986,11,0.311485313
10/9/1986,9.6,0.271841727
10/10/1986,9.6,0.271841727
10/11/1986,18,0.509703239
10/12/1986,16,0.453069545
10/13/1986,78,2.208714034
10/14/1986,270,7.64554858
10/15/1986,133,3.766140597
10/16/1986,59,1.670693949
10/17/1986,35,0.991089631
10/18/1986,23,0.651287472
10/19/1986,17,0.481386392
10/20/1986,13,0.368119006
10/21/1986,10,0.283168466
10/22/1986,8.4,0.237861511
10/23/1986,7.8,0.220871403
10/24/1986,131,3.709506904
10/25/1986,157,4.445744915
10/26/1986,92,2.605149886
10/27/1986,53,1.500792869
10/28/1986,35,0.991089631
10/29/1986,24,0.679604318
10/30/1986,18,0.509703239
10/31/1986,14,0.396435852
11/1/1986,12,0.339802159
11/2/1986,10,0.283168466
11/3/1986,9.6,0.271841727
11/4/1986,9.1,0.257683304
11/5/1986,302,8.551687671
11/6/1986,428,12.11961034
11/7/1986,166,4.700596534
11/8/1986,89,2.520199347
11/9/1986,80,2.265347727
11/10/1986,80,2.265347727
11/11/1986,439,12.43109565
11/12/1986,996,28.20357921
11/13/1986,731,20.69961486
11/14/1986,202,5.720003012
11/15/1986,124,3.511288977
11/16/1986,95,2.690100426
11/17/1986,128,3.624556364
11/18/1986,189,5.351884006
11/19/1986,131,3.709506904
11/20/1986,193,5.465151392
11/21/1986,371,10.50555009
11/22/1986,210,5.946537784
11/23/1986,131,3.709506904
11/24/1986,101,2.860001506
11/25/1986,469,13.28060105
11/26/1986,1050,29.73268892
11/27/1986,737,20.86951594
11/28/1986,798,22.59684358
11/29/1986,748,21.18100125
11/30/1986,787,22.28535827
12/1/1986,528,14.951295
12/2/1986,315,8.919806676
12/3/1986,212,6.003171478
12/4/1986,157,4.445744915
12/5/1986,124,3.511288977
12/6/1986,102,2.888318352
12/7/1986,88,2.4918825
12/8/1986,82,2.321981421
12/9/1986,81,2.293664574
12/10/1986,79,2.237030881
12/11/1986,239,6.767726335
12/12/1986,310,8.778222444
12/13/1986,177,5.012081847
12/14/1986,115,3.256437358
12/15/1986,183,5.181982926
12/16/1986,708,20.04832739
12/17/1986,519,14.69644338
12/18/1986,312,8.834856137
12/19/1986,511,14.46990861
12/20/1986,484,13.70535375
12/21/1986,284,8.041984432
12/22/1986,234,6.626142103
12/23/1986,1630,46.15645994
12/24/1986,1670,47.28913381
12/25/1986,968,27.4107075
12/26/1986,391,11.07188702
12/27/1986,275,7.787132813
12/28/1986,215,6.088122017
12/29/1986,177,5.012081847
12/30/1986,153,4.332477529
12/31/1986,135,3.82277429
1/1/1987,120,3.398021591
1/2/1987,106,3.001585739
1/3/1987,126,3.567922671
1/4/1987,813,23.02159628
1/5/1987,558,15.8008004
1/6/1987,286,8.098618125
1/7/1987,197,5.578418779
1/8/1987,162,4.587329148
1/9/1987,139,3.936041676
1/10/1987,131,3.709506904
1/11/1987,142,4.020992216
1/12/1987,113,3.199803665
1/13/1987,94,2.66178358
1/14/1987,125,3.539605824
1/15/1987,284,8.041984432
1/16/1987,415,11.75149134
1/17/1987,597,16.90515742
1/18/1987,1290,36.5287321
1/19/1987,1000,28.31684659
1/20/1987,527,14.92297815
1/21/1987,471,13.33723474
1/22/1987,1690,47.85547074
1/23/1987,1150,32.56437358
1/24/1987,563,15.94238463
1/25/1987,1170,33.13071051
1/26/1987,808,22.88001205
1/27/1987,425,12.0346598
1/28/1987,297,8.410103438
1/29/1987,246,6.965944262
1/30/1987,210,5.946537784
1/31/1987,176,4.983765
2/1/1987,151,4.275843835
2/2/1987,274,7.758815966
2/3/1987,244,6.909310568
2/4/1987,171,4.842180767
2/5/1987,165,4.672279688
2/6/1987,362,10.25069847
2/7/1987,773,21.88892242
2/8/1987,578,16.36713733
2/9/1987,312,8.834856137
2/10/1987,207,5.861587245
2/11/1987,171,4.842180767
2/12/1987,152,4.304160682
2/13/1987,137,3.879407983
2/14/1987,121,3.426338438
2/15/1987,482,13.64872006
2/16/1987,946,26.78773688
2/17/1987,499,14.13010645
2/18/1987,260,7.362380114
2/19/1987,193,5.465151392
2/20/1987,190,5.380200852
2/21/1987,418,11.83644188
2/22/1987,1060,30.01585739
2/23/1987,850,24.0693196
2/24/1987,588,16.6503058
2/25/1987,748,21.18100125
2/26/1987,972,27.52397489
2/27/1987,1150,32.56437358
2/28/1987,1280,36.24556364
3/1/1987,980,27.75050966
3/2/1987,523,14.80971077
3/3/1987,327,9.259608836
3/4/1987,249,7.050894801
3/5/1987,201,5.691686165
3/6/1987,171,4.842180767
3/7/1987,228,6.456241023
3/8/1987,994,28.14694551
3/9/1987,724,20.50139693
3/10/1987,376,10.64713432
3/11/1987,242,6.852676875
3/12/1987,203,5.748319858
3/13/1987,177,5.012081847
